,CC_As,Nombres_As,Apellidos_As,Correo_As,Genero_As,Telefono_As,Fecha_Naci_As,Edad_As,Estado_As,Estado_Gratui_As,Estado_Civil_As,Id_Us
4415,1571269648,Chelo Sabina,Arranz Rivero,chelo.arranz@hotmail.com,F,0927638163,1993-11-07,29,Activo,Sin gratuidad,Viudo/a,7125ed32-74f4-11ed-8667-0242ac1c000c
4416,1065123129,Chita Maura,Andres Tenorio,chita.andres@hotmail.com,F,0996582692,2000-01-02,22,Activo,Sin gratuidad,Union Libre,7125ed78-74f4-11ed-8667-0242ac1c000c
4417,1492114458,Marianela Nydia,Baena Soto,marianela.baena@hotmail.com,F,0900533010,2005-10-14,17,Activo,Sin gratuidad,Casado/a,7125edbe-74f4-11ed-8667-0242ac1c000c
4418,719940011,Celia Calista,Vizcaíno Nuñez,celia.vizcaíno@hotmail.com,F,0992315581,1995-04-12,27,Activo,Sin gratuidad,Soltero/a,7125ee18-74f4-11ed-8667-0242ac1c000c
4419,2043573301,Wálter Juan Antonio,Diéguez Giralt,wálter.diéguez@hotmail.com,M,0931543957,1989-04-04,33,Inactivo,Sin gratuidad,Casado/a,7125ee5e-74f4-11ed-8667-0242ac1c000c
4420,1601854291,Bernardino Victorino,Monreal Bou,bernardino.monreal@hotmail.com,M,0911501272,1987-05-13,35,Activo,Sin gratuidad,Casado/a,7125ee9a-74f4-11ed-8667-0242ac1c000c
4421,823626075,Federico Américo,Chacón Manzanares,federico.chacón@hotmail.com,M,0938348624,2002-08-05,20,Activo,Gratuidad,Soltero/a,7125eee0-74f4-11ed-8667-0242ac1c000c
4422,1479900387,Carolina Isaura,Verdú Canet,carolina.verdú@hotmail.com,F,0958857313,1982-01-31,40,Inactivo,Gratuidad,Casado/a,7125ef26-74f4-11ed-8667-0242ac1c000c
4423,2430817966,Glauco Ezequiel,Linares Ferreras,glauco.linares@hotmail.com,M,0938263604,2004-11-12,18,Activo,Perdida gratuidad temporal,Viudo/a,7125ef6c-74f4-11ed-8667-0242ac1c000c
4424,745256458,Ciriaco Luciano,Torrent Franch,ciriaco.torrent@hotmail.com,M,0989414439,2001-08-19,21,Activo,Gratuidad,Divorciado,7125efa8-74f4-11ed-8667-0242ac1c000c
4425,2367453032,Alexandra Marisa,Duran Sevilla,alexandra.duran@hotmail.com,F,0941109355,1997-08-10,25,Activo,Gratuidad,Divorciado,7125efee-74f4-11ed-8667-0242ac1c000c
4426,1936638144,Hernán Loreto,Larrea Carbajo,hernán.larrea@hotmail.com,M,0975880919,1994-08-16,28,Inactivo,Sin gratuidad,Soltero/a,7125f034-74f4-11ed-8667-0242ac1c000c
4427,497386717,Yéssica Corona,Millán Ricart,yéssica.millán@hotmail.com,F,0980482939,1985-08-05,37,Inactivo,Gratuidad,Viudo/a,7125f070-74f4-11ed-8667-0242ac1c000c
4428,1649046839,Maricela Asunción,Luna Sobrino,maricela.luna@hotmail.com,F,0984311893,1990-02-17,32,Activo,Gratuidad,Casado/a,7125f0c0-74f4-11ed-8667-0242ac1c000c
4429,1083047753,María Luisa Pepita,Guillén Jove,maría luisa.guillén@hotmail.com,F,0922281938,1980-12-02,42,Inactivo,Perdida gratuidad temporal,Viudo/a,7125f0fc-74f4-11ed-8667-0242ac1c000c
4430,1139451152,Abigaíl Chita,Blanes Barral,abigaíl.blanes@hotmail.com,F,0974922740,2006-09-15,16,Inactivo,Perdida gratuidad temporal,Viudo/a,7125f142-74f4-11ed-8667-0242ac1c000c
4431,1555702332,Ascensión Natividad,Bernat Alcalde,ascensión.bernat@hotmail.com,F,0958998241,1997-03-12,25,Activo,Gratuidad,Casado/a,7125f188-74f4-11ed-8667-0242ac1c000c
4432,1258401678,Ezequiel Celso,Sevilla Blasco,ezequiel.sevilla@hotmail.com,M,0947822616,1987-09-13,35,Activo,Sin gratuidad,Soltero/a,7125f1ce-74f4-11ed-8667-0242ac1c000c
4433,1019091693,Florentina Luisina,Cuadrado Vilalta,florentina.cuadrado@hotmail.com,F,0924328619,1982-01-08,40,Inactivo,Perdida gratuidad temporal,Viudo/a,7125f214-74f4-11ed-8667-0242ac1c000c
4434,1300075069,Vicenta Elvira,Becerra Manzanares,vicenta.becerra@hotmail.com,F,0904408486,1989-05-21,33,Inactivo,Sin gratuidad,Divorciado,7125f25a-74f4-11ed-8667-0242ac1c000c
4435,1824026202,Julián Jacinto,Prats Taboada,julián.prats@hotmail.com,M,0962444136,1983-11-13,39,Inactivo,Gratuidad,Divorciado,7125f296-74f4-11ed-8667-0242ac1c000c
4436,2360877982,Vera Isabel,Quesada Tirado,vera.quesada@hotmail.com,F,0984120486,1992-06-01,30,Inactivo,Gratuidad,Divorciado,7125f2dc-74f4-11ed-8667-0242ac1c000c
4437,580172899,Urbano Hermenegildo,Ferrero Cerdán,urbano.ferrero@hotmail.com,M,0971430022,2002-05-18,20,Inactivo,Perdida gratuidad temporal,Union Libre,7125f322-74f4-11ed-8667-0242ac1c000c
4438,1167006126,Roberto Gerónimo,Cárdenas Arellano,roberto.cárdenas@hotmail.com,M,0976834145,1994-10-16,28,Activo,Sin gratuidad,Divorciado,7125f368-74f4-11ed-8667-0242ac1c000c
4439,2342733137,Adelaida Dulce,Pla Lara,adelaida.pla@hotmail.com,F,0979514500,1981-06-16,41,Inactivo,Sin gratuidad,Union Libre,7125f3a4-74f4-11ed-8667-0242ac1c000c
4440,788320145,María Lázaro,Nevado Torres,maría.nevado@hotmail.com,M,0925498154,1987-02-04,35,Activo,Gratuidad,Viudo/a,7125f3ea-74f4-11ed-8667-0242ac1c000c
4441,1478780613,Heraclio Jacinto,Alvarez Segura,heraclio.alvarez@hotmail.com,M,0954856068,1999-09-03,23,Activo,Sin gratuidad,Casado/a,7125f43a-74f4-11ed-8667-0242ac1c000c
4442,2063749083,Eusebia Montserrat,Ariño Coca,eusebia.ariño@hotmail.com,F,0915210982,2002-09-12,20,Activo,Gratuidad,Soltero/a,7125f480-74f4-11ed-8667-0242ac1c000c
4443,1728585648,Damián Jose Ignacio,Gómez Alsina,damián.gómez@hotmail.com,M,0979160715,1982-06-05,40,Activo,Gratuidad,Divorciado,7125f4c6-74f4-11ed-8667-0242ac1c000c
4444,342282992,Marcio Pánfilo,Gonzalo Garcia,marcio.gonzalo@hotmail.com,M,0909419074,2002-02-07,20,Activo,Perdida gratuidad temporal,Divorciado,7125f50c-74f4-11ed-8667-0242ac1c000c
4445,1968430886,Amaya Mireia,Manso Sancho,amaya.manso@hotmail.com,F,0957353399,1986-06-26,36,Inactivo,Sin gratuidad,Casado/a,7125f552-74f4-11ed-8667-0242ac1c000c
4446,823779847,Efraín Dan,Miralles Valbuena,efraín.miralles@hotmail.com,M,0932035934,2006-02-06,16,Activo,Perdida gratuidad temporal,Viudo/a,7125f5ac-74f4-11ed-8667-0242ac1c000c
4447,1030240121,María Carmen Ainara,Pablo Guzman,maría carmen.pablo@hotmail.com,F,0931879507,2004-08-06,18,Activo,Sin gratuidad,Soltero/a,7125f5f2-74f4-11ed-8667-0242ac1c000c
4448,562869614,Isabel Teodora,Piña Sosa,isabel.piña@hotmail.com,F,0985981382,1993-11-25,29,Inactivo,Sin gratuidad,Soltero/a,7125f638-74f4-11ed-8667-0242ac1c000c
4449,2189203079,Adriana Lidia,Barriga Camps,adriana.barriga@hotmail.com,F,0915542762,1993-10-05,29,Inactivo,Gratuidad,Union Libre,7125f67e-74f4-11ed-8667-0242ac1c000c
4450,678700833,Ligia Manuela,Valcárcel Benavides,ligia.valcárcel@hotmail.com,F,0980625800,1984-03-29,38,Activo,Perdida gratuidad temporal,Viudo/a,7125f6c4-74f4-11ed-8667-0242ac1c000c
4451,1031002739,Marino Enrique,Torre Casas,marino.torre@hotmail.com,M,0966224171,1983-09-11,39,Inactivo,Sin gratuidad,Viudo/a,7125f70a-74f4-11ed-8667-0242ac1c000c
4452,165222543,Ale Consuelo,Pedrero Cantero,ale.pedrero@hotmail.com,F,0959056928,1983-09-20,39,Inactivo,Perdida gratuidad temporal,Casado/a,7125f750-74f4-11ed-8667-0242ac1c000c
4453,941694693,Zacarías Vidal,Barroso Salas,zacarías.barroso@hotmail.com,M,0929235071,1991-12-14,30,Inactivo,Gratuidad,Union Libre,7125f87c-74f4-11ed-8667-0242ac1c000c
4454,1753234363,Celia Ileana,Clavero Cazorla,celia.clavero@hotmail.com,F,0937363554,2002-04-27,20,Activo,Perdida gratuidad temporal,Soltero/a,7125f8cc-74f4-11ed-8667-0242ac1c000c
4455,1564344009,Rosario Maximino,Navarrete Ureña,rosario.navarrete@hotmail.com,M,0913233819,1980-12-01,42,Inactivo,Perdida gratuidad temporal,Soltero/a,7125f912-74f4-11ed-8667-0242ac1c000c
4456,2352531976,Modesto Arturo,Casanova Lumbreras,modesto.casanova@hotmail.com,M,0978545150,1989-05-19,33,Activo,Gratuidad,Soltero/a,7125f958-74f4-11ed-8667-0242ac1c000c
4457,1810878608,Merche Odalis,Adadia Valls,merche.adadia@hotmail.com,F,0922377567,1981-08-24,41,Inactivo,Perdida gratuidad temporal,Union Libre,7125f99e-74f4-11ed-8667-0242ac1c000c
4458,1431315954,Xavier Teodosio,Carranza Quintanilla,xavier.carranza@hotmail.com,M,0989764451,1993-04-20,29,Inactivo,Gratuidad,Viudo/a,7125f9e4-74f4-11ed-8667-0242ac1c000c
4459,869970551,Martirio Irma,Páez Alberto,martirio.páez@hotmail.com,F,0946759140,1990-08-26,32,Activo,Perdida gratuidad temporal,Casado/a,7125fa2a-74f4-11ed-8667-0242ac1c000c
4460,676471004,María Dolores Arcelia,Camacho Pedrero,maría dolores.camacho@hotmail.com,F,0980615655,1983-09-13,39,Activo,Gratuidad,Union Libre,7125fa7a-74f4-11ed-8667-0242ac1c000c
4461,117071145,Graciana Zaira,Fuster Ros,graciana.fuster@hotmail.com,F,0967877628,1988-05-12,34,Activo,Gratuidad,Viudo/a,7125fac0-74f4-11ed-8667-0242ac1c000c
4462,1090399466,Haroldo Adán,Casanovas Fuster,haroldo.casanovas@hotmail.com,M,0962105692,1980-09-24,42,Inactivo,Sin gratuidad,Divorciado,7125fafc-74f4-11ed-8667-0242ac1c000c
4463,1117420925,Milagros Albina,Río Goñi,milagros.río@hotmail.com,F,0908179776,1985-06-27,37,Activo,Perdida gratuidad temporal,Viudo/a,7125fb42-74f4-11ed-8667-0242ac1c000c
4464,2141177107,Tomasa Ximena,Moliner Quevedo,tomasa.moliner@hotmail.com,F,0915471489,2005-03-22,17,Activo,Sin gratuidad,Casado/a,7125fb88-74f4-11ed-8667-0242ac1c000c
4465,461870829,Soraya Oriana,Borrego Murcia,soraya.borrego@hotmail.com,F,0999813189,1984-04-18,38,Activo,Sin gratuidad,Casado/a,7125fbce-74f4-11ed-8667-0242ac1c000c
4466,1245928374,Aarón Paulino,Armengol Pera,aarón.armengol@hotmail.com,M,0992437732,2001-01-13,21,Inactivo,Perdida gratuidad temporal,Divorciado,7125fc3c-74f4-11ed-8667-0242ac1c000c
4467,1455245220,Agustín Bonifacio,Núñez Aragonés,agustín.núñez@hotmail.com,M,0941082168,1995-05-14,27,Activo,Gratuidad,Viudo/a,7125fc82-74f4-11ed-8667-0242ac1c000c
4468,222713748,Narcisa Julia,Macías Dávila,narcisa.macías@hotmail.com,F,0969781473,2005-09-16,17,Activo,Perdida gratuidad temporal,Casado/a,7125fcd2-74f4-11ed-8667-0242ac1c000c
4469,1050541380,Alma Celestina,Godoy Pedraza,alma.godoy@hotmail.com,F,0969933573,1988-08-17,34,Activo,Gratuidad,Viudo/a,7125fd18-74f4-11ed-8667-0242ac1c000c
4470,302918139,Ceferino Gil,Arcos Estevez,ceferino.arcos@hotmail.com,M,0963997508,1998-09-25,24,Inactivo,Sin gratuidad,Soltero/a,7125fd5e-74f4-11ed-8667-0242ac1c000c
4471,168844537,Cosme Urbano,Quirós Diaz,cosme.quirós@hotmail.com,M,0954904713,1988-06-21,34,Inactivo,Gratuidad,Soltero/a,7125fda4-74f4-11ed-8667-0242ac1c000c
4472,2437130729,Octavia Mireia,Montaña Arana,octavia.montaña@hotmail.com,F,0952619965,2006-04-04,16,Activo,Gratuidad,Casado/a,7125fdf4-74f4-11ed-8667-0242ac1c000c
4473,2042028121,Marina María Teresa,Castellanos Bosch,marina.castellanos@hotmail.com,F,0990071547,1999-06-08,23,Activo,Gratuidad,Soltero/a,7125fe3a-74f4-11ed-8667-0242ac1c000c
4474,462730398,Martin Adelardo,Navarrete Cepeda,martin.navarrete@hotmail.com,M,0918006218,1985-07-03,37,Inactivo,Sin gratuidad,Soltero/a,7125fe76-74f4-11ed-8667-0242ac1c000c
4475,550454429,Marcia Asunción,Fuente Escalona,marcia.fuente@hotmail.com,F,0936799130,2005-04-11,17,Activo,Gratuidad,Union Libre,7125febc-74f4-11ed-8667-0242ac1c000c
4476,701713488,Carmela Isabel,Zabala Isern,carmela.zabala@hotmail.com,F,0945632007,1994-01-30,28,Inactivo,Gratuidad,Viudo/a,7125ff02-74f4-11ed-8667-0242ac1c000c
4477,419235895,Ileana Delia,Campillo Vara,ileana.campillo@hotmail.com,F,0965551656,1993-08-07,29,Activo,Gratuidad,Union Libre,7125ff48-74f4-11ed-8667-0242ac1c000c
4478,1875702791,Elvira Charo,Piñeiro Rodríguez,elvira.piñeiro@hotmail.com,F,0912440700,1994-02-08,28,Inactivo,Sin gratuidad,Casado/a,7125ff84-74f4-11ed-8667-0242ac1c000c
4479,1232576855,Chelo Bernarda,Escrivá Peiró,chelo.escrivá@hotmail.com,F,0990810563,1999-08-21,23,Activo,Gratuidad,Viudo/a,7125ffca-74f4-11ed-8667-0242ac1c000c
4480,1834957175,Lilia Manola,Rico Guardia,lilia.rico@hotmail.com,F,0922749879,1998-11-29,24,Activo,Gratuidad,Viudo/a,71260010-74f4-11ed-8667-0242ac1c000c
4481,316013127,Isaac Florencio,Torrens Marcos,isaac.torrens@hotmail.com,M,0982719146,1985-05-29,37,Inactivo,Gratuidad,Casado/a,71260060-74f4-11ed-8667-0242ac1c000c
4482,1994469281,Amando Vinicio,Ferrándiz Vives,amando.ferrándiz@hotmail.com,M,0927603518,1993-10-29,29,Activo,Perdida gratuidad temporal,Soltero/a,712600a6-74f4-11ed-8667-0242ac1c000c
4483,1907788259,Gonzalo Mariano,Iborra Domínguez,gonzalo.iborra@hotmail.com,M,0984878118,1990-12-02,32,Inactivo,Gratuidad,Divorciado,71260100-74f4-11ed-8667-0242ac1c000c
4484,2051698211,Judith Pía,Arana Arana,judith.arana@hotmail.com,F,0922740890,1987-06-08,35,Inactivo,Gratuidad,Union Libre,71260146-74f4-11ed-8667-0242ac1c000c
4485,1346313158,María Luisa Andrea,Sandoval Tur,maría luisa.sandoval@hotmail.com,F,0946806428,1994-07-16,28,Activo,Perdida gratuidad temporal,Casado/a,7126018c-74f4-11ed-8667-0242ac1c000c
4486,1720560546,Alma Macarena,Quevedo Serra,alma.quevedo@hotmail.com,F,0989557161,1983-03-02,39,Inactivo,Gratuidad,Union Libre,712601c8-74f4-11ed-8667-0242ac1c000c
4487,238160797,Dimas Fortunato,Calvo Acero,dimas.calvo@hotmail.com,M,0900796740,1983-08-11,39,Inactivo,Gratuidad,Soltero/a,7126020e-74f4-11ed-8667-0242ac1c000c
4488,1870101182,Aitana Marta,Baños Luís,aitana.baños@hotmail.com,F,0900457197,1991-01-27,31,Inactivo,Gratuidad,Union Libre,7126024a-74f4-11ed-8667-0242ac1c000c
4489,283638629,Gloria Zaira,Gomila Raya,gloria.gomila@hotmail.com,F,0928660686,1983-01-24,39,Inactivo,Perdida gratuidad temporal,Union Libre,71260290-74f4-11ed-8667-0242ac1c000c
4490,2093755936,Amílcar Marciano,Ordóñez Capdevila,amílcar.ordóñez@hotmail.com,M,0929947587,1993-08-16,29,Inactivo,Gratuidad,Soltero/a,712602d6-74f4-11ed-8667-0242ac1c000c
4491,1314435557,Cayetano Reyes,Blazquez Blanca,cayetano.blazquez@hotmail.com,M,0978390697,1981-03-02,41,Inactivo,Gratuidad,Casado/a,71260312-74f4-11ed-8667-0242ac1c000c
4492,1675416631,Violeta Dorotea,Viana Royo,violeta.viana@hotmail.com,F,0939500814,2000-11-17,22,Inactivo,Sin gratuidad,Casado/a,71260358-74f4-11ed-8667-0242ac1c000c
4493,374551718,Visitación Eligia,Bartolomé Lucena,visitación.bartolomé@hotmail.com,F,0968837900,1996-03-30,26,Inactivo,Sin gratuidad,Casado/a,7126039e-74f4-11ed-8667-0242ac1c000c
4494,709363589,Anselma Maite,Corbacho Valls,anselma.corbacho@hotmail.com,F,0990139253,2000-04-14,22,Activo,Sin gratuidad,Divorciado,712603e4-74f4-11ed-8667-0242ac1c000c
4495,552669654,Amaro Pascual,Ibáñez Blasco,amaro.ibáñez@hotmail.com,M,0994908806,2005-03-25,17,Activo,Perdida gratuidad temporal,Union Libre,71260420-74f4-11ed-8667-0242ac1c000c
4496,540859803,Rosalía Nayara,Tapia Murillo,rosalía.tapia@hotmail.com,F,0990376640,2000-01-18,22,Activo,Perdida gratuidad temporal,Divorciado,71260466-74f4-11ed-8667-0242ac1c000c
4497,1611437766,Juliana Paca,Olmo Yáñez,juliana.olmo@hotmail.com,F,0966179187,1981-05-06,41,Inactivo,Perdida gratuidad temporal,Casado/a,712604a2-74f4-11ed-8667-0242ac1c000c
4498,1357181446,Jenaro Heliodoro,Perera Serrano,jenaro.perera@hotmail.com,M,0978828824,2003-09-27,19,Activo,Gratuidad,Viudo/a,712604e8-74f4-11ed-8667-0242ac1c000c
4499,870354314,Rogelio Ciríaco,Company Puente,rogelio.company@hotmail.com,M,0974000844,1984-01-21,38,Inactivo,Perdida gratuidad temporal,Soltero/a,7126052e-74f4-11ed-8667-0242ac1c000c
4500,109460126,Leocadia Celia,Pinedo Lasa,leocadia.pinedo@hotmail.com,F,0968725403,1993-06-09,29,Activo,Perdida gratuidad temporal,Union Libre,71260588-74f4-11ed-8667-0242ac1c000c
4501,238613243,Isidoro Sancho,Carnero Lastra,isidoro.carnero@hotmail.com,M,0943908414,1998-11-12,24,Inactivo,Perdida gratuidad temporal,Soltero/a,712605c4-74f4-11ed-8667-0242ac1c000c
4502,918687558,Lina Ariadna,Rovira Frutos,lina.rovira@hotmail.com,F,0956392101,1998-12-30,23,Inactivo,Gratuidad,Divorciado,7126060a-74f4-11ed-8667-0242ac1c000c
4503,933564200,Isabel Ascensión,Exposito Leiva,isabel.exposito@hotmail.com,F,0930757328,2002-03-29,20,Inactivo,Sin gratuidad,Divorciado,71260650-74f4-11ed-8667-0242ac1c000c
4504,1807946199,Casandra Micaela,Camps Asensio,casandra.camps@hotmail.com,F,0968506909,2004-12-13,17,Inactivo,Gratuidad,Union Libre,7126068c-74f4-11ed-8667-0242ac1c000c
4505,2488502590,César Lucio,Peinado Aparicio,césar.peinado@hotmail.com,M,0989421444,1980-07-21,42,Inactivo,Perdida gratuidad temporal,Divorciado,712606d2-74f4-11ed-8667-0242ac1c000c
4506,844032745,Félix Jerónimo,Galindo Galan,félix.galindo@hotmail.com,M,0939957343,1990-02-22,32,Inactivo,Gratuidad,Soltero/a,71260718-74f4-11ed-8667-0242ac1c000c
4507,2213080858,Rosenda Diana,Madrid Galvez,rosenda.madrid@hotmail.com,F,0970390743,1981-11-21,41,Inactivo,Gratuidad,Casado/a,71260754-74f4-11ed-8667-0242ac1c000c
4508,1585861581,Prudencia Otilia,Amaya Chico,prudencia.amaya@hotmail.com,F,0940357245,2001-11-29,21,Inactivo,Perdida gratuidad temporal,Divorciado,7126079a-74f4-11ed-8667-0242ac1c000c
4509,1437987078,Porfirio Luis Miguel,Arias Puig,porfirio.arias@hotmail.com,M,0921590430,1981-09-13,41,Inactivo,Perdida gratuidad temporal,Union Libre,712607d6-74f4-11ed-8667-0242ac1c000c
4510,173939850,Flor Adora,Mas Palomar,flor.mas@hotmail.com,F,0901607169,1982-11-04,40,Activo,Sin gratuidad,Divorciado,7126081c-74f4-11ed-8667-0242ac1c000c
4511,1895427095,Victoria Sonia,Batalla Castillo,victoria.batalla@hotmail.com,F,0970524773,1991-07-15,31,Activo,Perdida gratuidad temporal,Viudo/a,71260858-74f4-11ed-8667-0242ac1c000c
4512,1794943928,Cristian Hipólito,Riera Ayala,cristian.riera@hotmail.com,M,0992497263,1987-04-12,35,Inactivo,Gratuidad,Casado/a,7126089e-74f4-11ed-8667-0242ac1c000c
4513,972111519,Adelardo Gerardo,Romero Valderrama,adelardo.romero@hotmail.com,M,0929652052,1992-02-17,30,Inactivo,Gratuidad,Casado/a,712608da-74f4-11ed-8667-0242ac1c000c
4514,642652121,Amador Fulgencio,Guillén Montenegro,amador.guillén@hotmail.com,M,0910184529,1992-09-04,30,Inactivo,Perdida gratuidad temporal,Union Libre,71260920-74f4-11ed-8667-0242ac1c000c
4515,2183425148,Zaira Milagros,Bru Benito,zaira.bru@hotmail.com,F,0909045298,2004-05-18,18,Activo,Gratuidad,Union Libre,7126095c-74f4-11ed-8667-0242ac1c000c
4516,1584387568,Pascual Victoriano,Aguado Cabañas,pascual.aguado@hotmail.com,M,0992385616,2001-01-29,21,Activo,Perdida gratuidad temporal,Union Libre,712609a2-74f4-11ed-8667-0242ac1c000c
4517,1381184849,Adoración Raquel,Robledo Gimenez,adoración.robledo@hotmail.com,F,0939578552,1983-01-13,39,Inactivo,Perdida gratuidad temporal,Casado/a,71260a06-74f4-11ed-8667-0242ac1c000c
4518,698360654,Lucio Natalio,Pujadas Rosa,lucio.pujadas@hotmail.com,M,0900327350,1981-11-19,41,Activo,Perdida gratuidad temporal,Viudo/a,71260a42-74f4-11ed-8667-0242ac1c000c
4519,2356506873,Jordi Faustino,Luján Olivera,jordi.luján@hotmail.com,M,0956382681,2001-05-16,21,Inactivo,Perdida gratuidad temporal,Viudo/a,71260a88-74f4-11ed-8667-0242ac1c000c
4520,1910269278,Narciso Arturo,Corbacho Canals,narciso.corbacho@hotmail.com,M,0944636785,1987-03-21,35,Inactivo,Sin gratuidad,Divorciado,71260ace-74f4-11ed-8667-0242ac1c000c
4521,2098551934,Malena Rosalva,Gisbert Gomis,malena.gisbert@hotmail.com,F,0974682314,1992-06-27,30,Activo,Perdida gratuidad temporal,Viudo/a,71260b0a-74f4-11ed-8667-0242ac1c000c
4522,2101933001,Eutimio Baldomero,Cabezas Pomares,eutimio.cabezas@hotmail.com,M,0977790290,2005-03-08,17,Activo,Gratuidad,Union Libre,71260b50-74f4-11ed-8667-0242ac1c000c
4523,266172530,Calixto Gabriel,Carnero Ortega,calixto.carnero@hotmail.com,M,0981092327,1980-04-27,42,Inactivo,Sin gratuidad,Viudo/a,71260b96-74f4-11ed-8667-0242ac1c000c
4524,578767972,Flavio Jonatan,Font Rocamora,flavio.font@hotmail.com,M,0939522191,2006-10-17,16,Inactivo,Sin gratuidad,Casado/a,71260bdc-74f4-11ed-8667-0242ac1c000c
4525,1422259546,Albert Florencio,Montenegro Figueras,albert.montenegro@hotmail.com,M,0987499578,2004-08-30,18,Activo,Sin gratuidad,Divorciado,71260c18-74f4-11ed-8667-0242ac1c000c
4526,1558019490,Dulce Luisa,Nuñez Segarra,dulce.nuñez@hotmail.com,F,0947124784,1997-01-31,25,Activo,Sin gratuidad,Casado/a,71260c5e-74f4-11ed-8667-0242ac1c000c
4527,1610986519,Ariel Salvador,Amores Alcalde,ariel.amores@hotmail.com,M,0981732117,2000-06-15,22,Activo,Perdida gratuidad temporal,Casado/a,71260ca4-74f4-11ed-8667-0242ac1c000c
4528,2359053775,Carolina Manola,Vara Reina,carolina.vara@hotmail.com,F,0963058889,1991-02-13,31,Inactivo,Perdida gratuidad temporal,Divorciado,71260cea-74f4-11ed-8667-0242ac1c000c
4529,2133460582,Vilma Ágata,Romero Martin,vilma.romero@hotmail.com,F,0940631720,1988-05-15,34,Activo,Gratuidad,Viudo/a,71260d30-74f4-11ed-8667-0242ac1c000c
4530,1663532015,Danilo Gonzalo,Andrade Zamorano,danilo.andrade@hotmail.com,M,0918281483,1997-12-05,25,Activo,Perdida gratuidad temporal,Soltero/a,71260d80-74f4-11ed-8667-0242ac1c000c
4531,2323864021,Candelario Chucho,Losada Albero,candelario.losada@hotmail.com,M,0966752657,2001-01-23,21,Activo,Sin gratuidad,Divorciado,71260dc6-74f4-11ed-8667-0242ac1c000c
4532,2213526435,Azeneth Encarnacion,Serra Marcos,azeneth.serra@hotmail.com,F,0924084271,1980-06-20,42,Inactivo,Sin gratuidad,Viudo/a,71260e0c-74f4-11ed-8667-0242ac1c000c
4533,2136141853,Gaspar Santos,Ordóñez Redondo,gaspar.ordóñez@hotmail.com,M,0906940601,1995-06-21,27,Activo,Gratuidad,Divorciado,71260e5c-74f4-11ed-8667-0242ac1c000c
4534,1854399535,Sara Sarita,Moll Blázquez,sara.moll@hotmail.com,F,0980346962,1996-08-18,26,Inactivo,Sin gratuidad,Soltero/a,71260eca-74f4-11ed-8667-0242ac1c000c
4535,509872580,Mariano Saturnino,Camps Farré,mariano.camps@hotmail.com,M,0920833235,1993-03-05,29,Inactivo,Gratuidad,Casado/a,71260f1a-74f4-11ed-8667-0242ac1c000c
4536,1851432547,Chema Prudencio,Bustos Antúnez,chema.bustos@hotmail.com,M,0943473804,1989-04-23,33,Activo,Gratuidad,Divorciado,71260f60-74f4-11ed-8667-0242ac1c000c
4537,2026764650,Arsenio Curro,Lastra Bellido,arsenio.lastra@hotmail.com,M,0908475172,1982-08-21,40,Inactivo,Sin gratuidad,Viudo/a,71260fa6-74f4-11ed-8667-0242ac1c000c
4538,1605404426,Íñigo León,Ballester Carrasco,íñigo.ballester@hotmail.com,M,0930301755,1980-11-20,42,Inactivo,Sin gratuidad,Casado/a,71260fec-74f4-11ed-8667-0242ac1c000c
4539,2044907365,Amílcar Evaristo,Sosa Viana,amílcar.sosa@hotmail.com,M,0967652859,1990-07-16,32,Activo,Gratuidad,Soltero/a,71261028-74f4-11ed-8667-0242ac1c000c
4540,1787137123,Valentín Seve,Baquero Espejo,valentín.baquero@hotmail.com,M,0940522073,1996-11-18,26,Activo,Sin gratuidad,Soltero/a,7126106e-74f4-11ed-8667-0242ac1c000c
4541,236447316,Soledad Macarena,Aguilera Lloret,soledad.aguilera@hotmail.com,F,0944974555,2005-12-28,16,Activo,Perdida gratuidad temporal,Divorciado,712610b4-74f4-11ed-8667-0242ac1c000c
4542,2009907157,Valerio Hernando,Rivas Goicoechea,valerio.rivas@hotmail.com,M,0969977613,2003-11-11,19,Inactivo,Gratuidad,Soltero/a,712610f0-74f4-11ed-8667-0242ac1c000c
4543,2201484845,Reyes Maricruz,Cifuentes Torre,reyes.cifuentes@hotmail.com,F,0929205648,1990-11-09,32,Inactivo,Perdida gratuidad temporal,Union Libre,71261136-74f4-11ed-8667-0242ac1c000c
4544,1145464699,Roldán Amor,Nicolau Ramón,roldán.nicolau@hotmail.com,M,0968903890,1996-11-25,26,Inactivo,Perdida gratuidad temporal,Casado/a,71261186-74f4-11ed-8667-0242ac1c000c
4545,1827710695,Estrella Chelo,Huertas Ayuso,estrella.huertas@hotmail.com,F,0954247797,1988-09-01,34,Activo,Perdida gratuidad temporal,Viudo/a,712611cc-74f4-11ed-8667-0242ac1c000c
4546,2018131394,Haroldo Narciso,Rodrigo Vélez,haroldo.rodrigo@hotmail.com,M,0987547122,2003-07-06,19,Inactivo,Sin gratuidad,Viudo/a,7126121c-74f4-11ed-8667-0242ac1c000c
4547,990311716,Josefa Florentina,Echeverría Agullo,josefa.echeverría@hotmail.com,F,0955602148,1998-07-11,24,Activo,Perdida gratuidad temporal,Union Libre,71261262-74f4-11ed-8667-0242ac1c000c
4548,456463016,Susanita Gisela,Méndez Egea,susanita.méndez@hotmail.com,F,0930443813,1998-04-01,24,Inactivo,Sin gratuidad,Viudo/a,7126129e-74f4-11ed-8667-0242ac1c000c
